article_id,title,link,published_date,source,supplier,risk_direction,geopolitical_regulatory,agricultural_environmental,financial_operational,supply_chain_logistics,market_competitive,predicted_geopolitical_regulatory,predicted_agricultural_environmental,predicted_financial_operational,predicted_supply_chain_logistics,predicted_market_competitive,predicted_risk_direction,total_risk_score,risk_rank
90,In pictures: Stunning photos capture the essence of Waitangi,https://www.stuff.co.nz/politics/350168684/pictures-stunning-photos-capture-lead-historic-waitangi-day,2024-02-04 08:00:00+00:00,Stuff,,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
91,First female FA chair to deliver lecture in Nottingham,https://www.bbc.co.uk/news/uk-england-nottinghamshire-65195910,2023-04-20 07:00:00+00:00,BBC,White Stuff Limited,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
92,Charter company ordered to pay $140k after young mother killed in boating accident,https://www.stuff.co.nz/nz-news/350454246/charter-company-ordered-pay-140k-after-young-mother-killed-boating-accident,2024-10-16 07:00:00+00:00,Stuff,,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
93,White Stuff opens second larger store,https://www.drapersonline.com/companies/multiples-and-etailers/white-stuff-opens-second-larger-store,2010-12-17 08:00:00+00:00,Drapers,White Stuff Limited,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
94,Store gallery: White Stuff's 'social' store brings community spirit to Bath,https://www.retail-week.com/stores/store-gallery-white-stuffs-social-store-brings-community-spirit-to-bath/5079323.article,2015-09-24 07:00:00+00:00,Retail Week,White Stuff Limited,negative,0.0,0.0,0.0,0.0,0.0625,0,0,0,0,0,negative,0.0625,778.0
95,Stuff maintains dominance of New Zealand news market,https://www.stuff.co.nz/business/132338800/stuff-maintains-dominance-of-new-zealand-news-market,2023-06-15 07:00:00+00:00,Stuff,,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
96,Last chance to solve 60-year mystery of missing 'honeymoon flight',https://www.stuff.co.nz/national/131120689/last-chance-to-solve-60year-mystery-of-missing-honeymoon-flight,2023-02-10 08:00:00+00:00,Stuff,,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
97,13 Stuff visual journalists named as finalists in photo awards,https://www.stuff.co.nz/national/300960019/thirteen-stuff-visual-journalists-named-as-nz-geographic-photographer-of-the-year-finalists,2023-08-29 07:00:00+00:00,Stuff,,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
98,"Radio host stabbed 'within an inch of his life', Crown say",https://www.stuff.co.nz/national/crime/132875506/attempted-murder-of-radio-host-harnek-singh-was-planned-and-plotted-crown-say,2023-09-05 07:00:00+00:00,Stuff,,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
99,Securing operations with Cybersecurity services,https://www.siemens.com/global/en/products/buildings/services/cybersecurity-services-buildings.html,2025-02-03 12:13:36+00:00,Siemens,,positive,0.0,0.0,0.23529411764705882,0.14285714285714285,0.0,0,0,1,0,0,negative,0.37815126050420167,641.0
100,10 key things you STILL need to know about the new EU Deforestation Regulation,https://www.whitecase.com/insight-alert/10-key-things-you-still-need-know-about-new-eu-deforestation-regulation,2024-12-20 08:00:00+00:00,White & Case LLP,,negative,2.3529411764705883,0.25,0.7058823529411765,1.1428571428571428,0.0,1,1,1,1,1,negative,4.451680672268908,65.0
101,Racial Disparities in Maternal and Infant Health: Current Status and Efforts to Address Them,https://www.kff.org/racial-equity-and-health-policy/issue-brief/racial-disparities-in-maternal-and-infant-health-current-status-and-efforts-to-address-them/,2024-10-25 07:00:00+00:00,KFF,,negative,0.8235294117647058,0.0,0.5294117647058824,0.5714285714285714,0.375,1,1,1,1,1,negative,2.29936974789916,182.0
102,AI Watch: Global regulatory tracker - United States,https://www.whitecase.com/insight-our-thinking/ai-watch-global-regulatory-tracker-united-states,2024-12-18 08:00:00+00:00,White & Case LLP,,negative,2.2941176470588234,0.0,0.5294117647058824,0.07142857142857142,0.6875,1,1,1,1,1,negative,3.5824579831932772,91.0
103,Eliminating the Black-White Wealth Gap Is a Generational Challenge,https://www.americanprogress.org/article/eliminating-black-white-wealth-gap-generational-challenge/,2021-03-19 07:00:00+00:00,Center For American Progress,,negative,3.2941176470588234,0.125,4.529411764705882,0.0,1.0625,1,1,1,1,1,negative,9.011029411764707,28.0
104,AI Watch: Global regulatory tracker - European Union,https://www.whitecase.com/insight-our-thinking/ai-watch-global-regulatory-tracker-european-union,2024-10-18 07:00:00+00:00,White & Case LLP,,negative,2.235294117647059,0.0,0.6470588235294118,0.07142857142857142,0.1875,1,0,1,1,0,negative,3.141281512605042,122.5
105,Visualizing the Racial Wealth Gap,https://www.aclu.org/news/racial-justice/visualizing-the-racial-wealth-gap,2023-08-10 07:00:00+00:00,ACLU,,positive,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
106,Wall Street Reform: The Dodd-Frank Act,https://obamawhitehouse.archives.gov/economy/middle-class/dodd-frank-wall-street-reform,2017-01-24 04:02:16+00:00,Obama White House,,negative,0.35294117647058826,0.0,1.7058823529411764,0.0,1.25,1,0,1,0,1,positive,3.3088235294117645,113.0
107,Generative AI risks: How can chief legal officers tackle them?,https://www.weforum.org/stories/2024/01/generative-ai-risks-chief-legal-officers/,2024-01-15 08:00:00+00:00,World Economic Forum,,positive,0.058823529411764705,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.058823529411764705,811.0
108,The future of operational-risk management in financial services,https://www.mckinsey.com/capabilities/risk-and-resilience/our-insights/the-future-of-operational-risk-management-in-financial-services,2020-04-13 07:00:00+00:00,McKinsey,,positive,0.29411764705882354,0.0,1.4705882352941178,0.2857142857142857,0.6875,1,0,1,1,1,negative,2.737920168067227,152.0
109,Substance Use in Older Adults DrugFacts,https://nida.nih.gov/publications/drugfacts/substance-use-in-older-adults-drugfacts,2020-07-09 07:00:00+00:00,National Institute on Drug Abuse,,positive,0.11764705882352941,0.0,0.11764705882352941,0.07142857142857142,0.3125,0,0,1,1,0,negative,0.6192226890756303,548.0
110,The 13 Best White Label Products To Sell in 2025,https://www.shopify.com/blog/white-label-products,2021-03-17 03:02:15+00:00,Shopify,,negative,0.23529411764705882,0.6875,0.9411764705882353,1.0,5.3125,0,1,1,1,1,negative,8.176470588235293,32.0
111,Entrepreneur: What It Means to Be One and How to Get Started,https://www.investopedia.com/terms/e/entrepreneur.asp,2017-03-26 06:07:24+00:00,Investopedia,,negative,2.2941176470588234,0.0625,2.0588235294117645,0.21428571428571427,1.375,1,0,1,1,1,negative,6.004726890756302,46.0
112,Why the Scariest Nuclear Threat May Be Coming from Inside the White House,https://www.vanityfair.com/news/2017/07/department-of-energy-risks-michael-lewis,2017-07-26 07:00:00+00:00,Vanity Fair,,positive,3.823529411764706,4.375,1.2352941176470589,0.14285714285714285,0.5625,1,1,1,1,1,negative,10.139180672268907,22.0
113,Why Diversity Programs Fail,https://hbr.org/2016/07/why-diversity-programs-fail,2016-06-21 02:54:05+00:00,HBR.org Daily,,negative,0.29411764705882354,0.0,1.1176470588235294,0.0,0.3125,1,0,1,0,1,negative,1.724264705882353,266.0
114,10 Things to Know About Medicaid,https://www.kff.org/medicaid/issue-brief/10-things-to-know-about-medicaid/,2023-06-30 07:00:00+00:00,KFF,,negative,0.9411764705882353,0.0,0.23529411764705882,0.2857142857142857,0.1875,1,0,1,1,1,negative,1.64968487394958,280.0
115,Systematic Inequality,https://www.americanprogress.org/article/systematic-inequality/,2018-02-21 08:00:00+00:00,Center For American Progress,,positive,3.588235294117647,0.1875,7.294117647058823,0.0,0.9375,1,1,1,1,1,negative,12.007352941176471,17.0
116,Communities of Color at Higher Risk for Health and Economic Challenges due to COVID-19,https://www.kff.org/coronavirus-covid-19/issue-brief/communities-of-color-at-higher-risk-for-health-and-economic-challenges-due-to-covid-19/,2020-04-07 07:00:00+00:00,KFF,,positive,0.4117647058823529,0.0,0.8823529411764706,0.14285714285714285,0.125,1,0,1,1,1,negative,1.5619747899159662,290.0
117,Doctor argued bankruptcy over unpaid White Island legal fees would be embarrassing,https://www.stuff.co.nz/national/300364598/doctor-argued-bankruptcy-over-unpaid-white-island-legal-fees-would-be-embarrassing,2021-07-22 07:00:00+00:00,Stuff,,positive,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0,0,0,0,0,negative,0.11764705882352941,753.0
122,Top Legal Issues Facing the Manufacturing Sector in 2023,https://www.foley.com/insights/publications/2023/07/top-legal-issues-facing-manufacturing-sector-2023/,2023-07-11 07:00:00+00:00,Foley & Lardner LLP,,negative,18.41176470588235,3.875,16.0,3.9285714285714284,5.375,1,1,1,1,1,negative,47.59033613445378,2.0
123,Real estate 2024: Emerging from the storm?,https://www.whitecase.com/insight-our-thinking/real-estate-2024-emerging-storm,2024-04-23 07:00:00+00:00,White & Case LLP,,negative,1.7058823529411764,0.375,1.1176470588235294,0.5,1.5,1,1,1,1,1,negative,5.1985294117647065,52.0
124,The Elusive Green Consumer,https://hbr.org/2019/07/the-elusive-green-consumer,2019-06-19 10:34:34+00:00,HBR.org Daily,,negative,0.0,0.3125,0.0,0.0,0.5,0,0,0,0,1,negative,0.8125,477.5
126,Live snow countdown as Met Office and BBC Weather update white stuff risk in Gloucestershire,https://www.gloucestershirelive.co.uk/news/cheltenham-news/live-snow-countdown-met-office-9026691,2024-01-11 08:00:00+00:00,Gloucestershire Live,White Stuff Limited,positive,0.0,1.875,0.058823529411764705,0.0,0.0,0,1,0,0,0,positive,1.9338235294117647,227.0
127,Key Considerations for Updating 2023 Annual Report Risk Factors,https://www.whitecase.com/insight-alert/key-considerations-updating-2023-annual-report-risk-factors,2023-12-21 08:00:00+00:00,White & Case LLP,,negative,1.8823529411764706,4.0625,5.529411764705882,1.0,0.9375,1,1,1,1,1,negative,13.411764705882353,14.0
128,Tech Newsflash,https://www.whitecase.com/insight-our-thinking/tech-newsflash,2025-01-23 08:00:00+00:00,White & Case LLP,,negative,5.235294117647059,0.5625,3.4705882352941178,0.35714285714285715,3.875,1,1,1,1,1,negative,13.500525210084035,13.0
130,CFIUS Regulatory Expansion: Five Things You Need to Know,https://www.whitecase.com/insight-alert/cfius-regulatory-expansion-five-things-you-need-know,2024-12-10 08:00:00+00:00,White & Case LLP,,negative,0.5294117647058824,0.0,0.29411764705882354,0.0,0.0,1,0,1,0,1,negative,0.8235294117647058,476.0
133,AI Watch: Global regulatory tracker - United Kingdom,https://www.whitecase.com/insight-our-thinking/ai-watch-global-regulatory-tracker-united-kingdom,2024-10-18 07:00:00+00:00,White & Case LLP,,negative,3.0588235294117645,0.0625,0.9411764705882353,0.07142857142857142,0.5625,1,1,1,1,1,negative,4.696428571428571,60.0
134,AI Watch: Global regulatory tracker - Canada,https://www.whitecase.com/insight-our-thinking/ai-watch-global-regulatory-tracker-canada,2024-12-16 08:00:00+00:00,White & Case LLP,,negative,2.6470588235294117,0.0,0.5294117647058824,0.07142857142857142,0.25,1,1,1,0,1,negative,3.4978991596638656,98.0
136,AI Watch: Global regulatory tracker - Australia,https://www.whitecase.com/insight-our-thinking/ai-watch-global-regulatory-tracker-australia,2024-12-16 08:00:00+00:00,White & Case LLP,,negative,3.4705882352941178,0.0,0.29411764705882354,0.07142857142857142,0.375,1,0,1,1,1,negative,4.211134453781513,71.0
137,AI Watch: Global regulatory tracker - Japan,https://www.whitecase.com/insight-our-thinking/ai-watch-global-regulatory-tracker-japan,2024-07-01 07:00:00+00:00,White & Case LLP,,negative,2.9411764705882355,0.0,0.29411764705882354,0.07142857142857142,0.125,1,0,1,0,0,negative,3.4317226890756305,101.0
138,EU Adopts Forced Labour Ban: 8 Things to Know,https://www.whitecase.com/insight-alert/eu-adopts-forced-labour-ban-8-things-know,2024-12-13 08:00:00+00:00,White & Case LLP,,positive,2.9411764705882355,0.0625,0.23529411764705882,0.42857142857142855,0.125,1,1,0,1,1,negative,3.7925420168067228,80.0
139,AI Watch: Global regulatory tracker - France,https://www.whitecase.com/insight-our-thinking/ai-watch-global-regulatory-tracker-france,2024-07-16 07:00:00+00:00,White & Case LLP,,negative,2.5294117647058822,0.0,0.35294117647058826,0.07142857142857142,0.125,1,0,1,0,0,negative,3.078781512605042,128.5
140,AI Watch: Global regulatory tracker - Brazil,https://www.whitecase.com/insight-our-thinking/ai-watch-global-regulatory-tracker-brazil,2024-05-13 07:00:00+00:00,White & Case LLP,,negative,3.235294117647059,0.0,0.29411764705882354,0.14285714285714285,0.125,1,1,1,0,0,negative,3.797268907563025,79.0
141,AI Watch: Global regulatory tracker - Saudi Arabia,https://www.whitecase.com/insight-our-thinking/ai-watch-global-regulatory-tracker-saudi-arabia,2024-06-20 07:00:00+00:00,White & Case LLP,,negative,2.7058823529411766,0.0,0.5294117647058824,0.07142857142857142,0.25,1,0,1,0,0,negative,3.5567226890756305,93.0
142,AI Watch: Global regulatory tracker - Switzerland,https://www.whitecase.com/insight-our-thinking/ai-watch-global-regulatory-tracker-switzerland,2024-05-13 07:00:00+00:00,White & Case LLP,,negative,3.0,0.0625,0.5294117647058824,0.07142857142857142,0.125,1,1,1,0,0,negative,3.788340336134454,82.0
143,AI Watch: Global regulatory tracker - South Korea,https://www.whitecase.com/insight-our-thinking/ai-watch-global-regulatory-tracker-south-korea,2024-06-18 07:00:00+00:00,White & Case LLP,,negative,2.235294117647059,0.0625,0.29411764705882354,0.2857142857142857,0.125,1,1,1,0,0,negative,3.002626050420168,131.0
144,AI Watch: Global regulatory tracker - Germany,https://www.whitecase.com/insight-our-thinking/ai-watch-global-regulatory-tracker-germany,2024-05-13 07:00:00+00:00,White & Case LLP,,negative,3.1176470588235294,0.0,0.9411764705882353,0.07142857142857142,0.125,1,0,1,0,0,negative,4.255252100840336,68.0
145,AI Watch: Global regulatory tracker - India,https://www.whitecase.com/insight-our-thinking/ai-watch-global-regulatory-tracker-india,2024-05-13 07:00:00+00:00,White & Case LLP,,negative,2.3529411764705883,0.0,0.29411764705882354,0.07142857142857142,0.1875,1,0,1,1,1,negative,2.9059873949579833,138.0
146,SEC Adopts Climate Change Disclosure Rules; Court Imposes Temporary Stay,https://www.whitecase.com/insight-alert/sec-adopts-climate-change-disclosure-rules-court-imposes-temporary-stay,2024-03-21 07:00:00+00:00,White & Case LLP,,negative,2.7058823529411766,15.375,10.588235294117647,0.35714285714285715,1.5,1,1,1,1,1,negative,30.526260504201684,3.0
147,AI Watch: Global regulatory tracker - African Union,https://www.whitecase.com/insight-our-thinking/ai-watch-global-regulatory-tracker-african-union,2024-12-04 08:00:00+00:00,White & Case LLP,,negative,3.1176470588235294,0.125,1.1176470588235294,0.07142857142857142,0.5625,1,0,1,0,1,negative,4.99422268907563,55.0
148,AI Watch: Global regulatory tracker - G7,https://www.whitecase.com/insight-our-thinking/ai-watch-global-regulatory-tracker-g7,2024-12-04 08:00:00+00:00,White & Case LLP,,negative,2.6470588235294117,0.0,0.29411764705882354,0.07142857142857142,0.3125,1,0,1,0,0,negative,3.3251050420168067,112.0
149,AI Watch: Global regulatory tracker - Nigeria,https://www.whitecase.com/insight-our-thinking/ai-watch-global-regulatory-tracker-nigeria,2025-01-27 08:00:00+00:00,White & Case LLP,,negative,2.2941176470588234,0.0,0.29411764705882354,0.07142857142857142,0.25,1,0,1,0,0,negative,2.9096638655462184,137.0
150,AI Regulation is Coming- What is the Likely Outcome?,https://www.csis.org/blogs/strategic-technologies-blog/ai-regulation-coming-what-likely-outcome,2023-10-10 07:00:00+00:00,Center for Strategic & International Studies,,positive,3.411764705882353,0.0625,0.5294117647058824,0.07142857142857142,0.375,1,0,1,1,1,negative,4.450105042016807,66.0
151,AI Watch: Global regulatory tracker - South Africa,https://www.whitecase.com/insight-our-thinking/ai-watch-global-regulatory-tracker-south-africa,2024-12-03 08:00:00+00:00,White & Case LLP,,negative,2.588235294117647,0.0,0.29411764705882354,0.07142857142857142,0.1875,1,0,1,0,0,negative,3.141281512605042,122.5
152,AI Watch: Global regulatory tracker - OECD,https://www.whitecase.com/insight-our-thinking/ai-watch-global-regulatory-tracker-oecd,2024-12-03 08:00:00+00:00,White & Case LLP,,negative,2.8823529411764706,0.0,0.29411764705882354,0.07142857142857142,0.1875,1,0,1,0,1,negative,3.4353991596638656,100.0
153,AI Watch: Global regulatory tracker - Israel,https://www.whitecase.com/insight-our-thinking/ai-watch-global-regulatory-tracker-israel,2024-11-04 08:00:00+00:00,White & Case LLP,,negative,4.9411764705882355,0.0,0.5294117647058824,0.07142857142857142,0.125,1,0,1,0,0,negative,5.667016806722689,50.0
155,AI Watch: Global regulatory tracker - Kenya,https://www.whitecase.com/insight-our-thinking/ai-watch-global-regulatory-tracker-kenya,2024-06-20 07:00:00+00:00,White & Case LLP,,negative,2.4705882352941178,0.0,0.35294117647058826,0.07142857142857142,0.1875,1,0,1,0,1,negative,3.0824579831932777,127.0
156,"Calls for Cybersecurity Regulatory Harmonization Ramp Up in Congress, White House",https://www.wiley.law/alert-Calls-for-Cybersecurity-Regulatory-Harmonization-Ramp-Up-in-Congress-White-House,2024-06-07 07:00:00+00:00,Wiley Rein,,positive,2.2941176470588234,0.0,0.11764705882352941,0.0,0.25,1,0,1,0,1,negative,2.661764705882353,158.0
157,AI Watch: Global regulatory tracker - China,https://www.whitecase.com/insight-our-thinking/ai-watch-global-regulatory-tracker-china,2024-05-13 07:00:00+00:00,White & Case LLP,,negative,2.411764705882353,0.0,0.7647058823529411,0.07142857142857142,0.125,1,0,1,1,1,negative,3.3728991596638656,107.0
158,AI Watch: Global regulatory tracker - United Nations,https://www.whitecase.com/insight-our-thinking/ai-watch-global-regulatory-tracker-united-nations,2024-05-13 07:00:00+00:00,White & Case LLP,,negative,2.1176470588235294,0.125,0.35294117647058826,0.07142857142857142,0.125,1,1,1,1,0,negative,2.7920168067226894,145.0
159,AI Watch: Global regulatory tracker - Czech Republic,https://www.whitecase.com/insight-our-thinking/ai-watch-global-regulatory-tracker-czech-republic,2024-07-16 07:00:00+00:00,White & Case LLP,,negative,2.9411764705882355,0.0,0.47058823529411764,0.07142857142857142,0.1875,1,0,1,0,0,negative,3.670693277310925,86.0
160,AI Watch: Global regulatory tracker - Spain,https://www.whitecase.com/insight-our-thinking/ai-watch-global-regulatory-tracker-spain,2024-05-13 07:00:00+00:00,White & Case LLP,,negative,3.176470588235294,0.0,0.35294117647058826,0.07142857142857142,0.125,1,0,1,0,0,positive,3.725840336134454,85.0
161,AI Watch: Global regulatory tracker - United Arab Emirates,https://www.whitecase.com/insight-our-thinking/ai-watch-global-regulatory-tracker-uae,2024-10-18 07:00:00+00:00,White & Case LLP,,negative,4.529411764705882,0.0625,2.0588235294117645,0.21428571428571427,0.125,1,1,1,0,0,negative,6.990021008403361,37.0
